blfd4ae77e0e748908745728d|Crossops|7b+|48.4475368752|2.64424049912
bl54d478ee961b5dff6ad0290|Crossops (assis)|7c+|48.4475344977|2.64423870695
blee86ebed308bd1840af5b47|TerreMaCulture|6c|48.44752657268|2.64426319985
bl6c4008c438f6f54157f5620|La Canopée|7a|48.44711652981|2.64290794697
bl3029554a57a694ae867b5cc|La Talonnette|2b|48.44705264446|2.64349083646
blf019babc26862517c52576f|Après l'Appui|3c|48.4470544276|2.64350427769
bl08b278d90fbf77b8a3b3b2c|Le Beau Temps|3b|48.44707285343|2.64349710903
bl53cb68b47aa3ae2d357c1a3|L'Amygdale de Gauche|2b|48.44708612795|2.64351951108
bla054dd5988e79bbdc5951da|Les Amies Dalles|3b|48.44708157103|2.643533251
bl36c3053419c65ca9e2a4088|L'Amygdale de Droite|2b|48.44707741036|2.64354728961
bl85bfa8e4de1ccfbcf32631a|Anak|7a+|48.44744279553|2.64380755298
bl9800111b9ff30fb57970724|Gin Te Nique|7a|48.44710055318|2.64246175166
bl8ae92a3dd2aba6511f5e504|Saccage|6a+|48.44709956457|2.64246643585
bl4bd4417de8376ee662e1105|Saccage (assis)|6b+|48.44710234211|2.6424665778
blf6c0da63281a4ba0129978c|T'es Qui, Là?|7a|48.44710935658|2.64245401564
bl68573c950ea0b1879340ce9|Bloody Marie|5b|48.44712084336|2.6424590547
bld5804fa2fedc44ef861f887|Label 5|5a|48.44713233032|2.64246813892
bla10a748831aa8e9c1790e98|Label 5 (gauche)|4c|48.44713120048|2.6424715456
bl2f3e95765ab3fcc573d8d66|Ballantine's|6c|48.44722121136|2.64249127629
bl9687c2bb9453a4f33dcb3cc|La Gégé|6a+|48.44721706859|2.64248006261
bl5563e6b6276c794392c9cca|Whiskyky / La Gégé (assis)|7b+|48.4472184809|2.64247992067
bl1f3e82af06a99ba80517ede|La Gégé (droite)|5c|48.44721848089|2.64248247569
bla0ab6ee16baf6718fb4b658|Moby Dick|7c|48.44741148005|2.64228289353
bl822987238d67dc9d3bfdbb2|Moby Dick (direct)|7c+|48.44741110343|2.64227664793
bl75973a1f13d472c430ae711|Le Flip|6b|48.44743322928|2.64227792574
bl192b70c17eea359700abb8d|Le Flop|7a+|48.44743821941|2.64228942331
blfca3479e37382b837272fb7|Le Tire-Cul|6b|48.44744311538|2.64229935948
bld313833d152559186b1967b|Pleine Bouse|6b|48.44744669321|2.64230929566
blb87eae8d9e01cb9604d5dae|La Pierre à Feu|6b|48.44747795211|2.64218750652
bl867a52c57c062f5ee93f441|Pas Touche à la Pierre à Feu|6a|48.44747079646|2.64217700255
bl9beac37026494a1f6687683|La Traversée de Moby Dick|7b+|48.44739848668|2.64228260993
bl6be654ebbef5eeb22ad523b|Mocha Dick|5c|48.44740018145|2.64228317771
bl66f1873f4ff60c5d0bfb967|Patatovska|7a+|48.44752617511|2.64243654839
bl86b893882aadc66ecc6e177|Poulivorak|7b+|48.44764404197|2.64229707353
bld998a7e0b4c52c04590beb2|Carnivorak|7b+|48.44762402686|2.64232456617
blb7a000c7e2db984cda92a3b|Carnivorak (direct)|7a|48.44762424902|2.64232054319
bldcf0808020f526c1f5df2dc|Le Petit Carnivorak|6a|48.44762180273|2.64231886681
blcb073260dd120a9c62c7fce|Doctor Guevara|6b|48.44746269928|2.64222100563
bl7d7e24098528b183619a5be|Justine|5b|48.44748491945|2.64218040925
bla5757715ff38974a65c2a11|Eliot Ness|4c|48.44750864607|2.64212647
blc08c49d27fc6c84a8e6b705|Incorruptible|7b+|48.44750751623|2.64211965662
blbb6736b07d6593daee62134|L'Art de la Suspension|6c+|48.44749998397|2.6421051782
bled2bb62aade7dc3ec7d471b|L'Art de la Suspension (assis)|7b|48.44749810091|2.64210347485
ble016a4b35ab8015587915e2|L'Art de la Sustentation|6a+|48.44750224365|2.64210120372
bl6cd3f373a62ce0a2431db23|La Fausse Proue (debout)|6c|48.44739999314|2.64214350345
bleda016300c345fef04d76bc|La Fausse Proue|7c|48.44740262944|2.64214549069
bl47495a39e2854b57c5126bc|La Fosse Étoilée (debout)|7b|48.44740357097|2.64217160863
bl5f1f216c7f8c61e9b7e00d4|La Fosse Étoilée|7b+|48.44740696049|2.64216933751
bl6f8abf3a2ade4fceaf6b5e9|La Fausse Bouse|7a+|48.44739020118|2.64213498672
bl2f1e682fd53c6f6dbf7b637|Jim|7b+|48.44732681935|2.64238077103
bl1e4988a28091db7f73e45a7|Le Harponneur|7b+|48.44732870242|2.64238673274
bl8bf1c49259783e17ce0c593|Aberlour|3c|48.44726358071|2.64248346902
blcc2c30065be18b1ca84fe15|Aberlour (assis)|5c|48.44726640513|2.64248204985
bla23d2c86ee1851c34a6974c|Albert Léger|2c|48.44727092451|2.64249794773
bl58755bf59f3c71b03a4f1d7|Albert Léger (assis)|7b|48.44727280758|2.64249510882
bl05d32502375861ae2ad3c25|Wistiti|5c|48.44724493809|2.64245649968
bla2312a50103c14542d28d6f|Wistiti (assis)|6a|48.44724296077|2.64245536425
bld02727d08ae9d04b77b987b|Le Gros Baileys|5c|48.44724399655|2.64246019026
blbd867b0ea86269a2de66de2|Gin Vo de Ka|6c+|48.44718863415|2.64248034651
bl7205d79a5fa4161fe41041b|Gin Vo de Ka (en traversée)|6b+|48.44716980338|2.64249596049
bl069edc41360d0dfcd5d819a|L'Ocelle|3c|48.44713703783|2.64244486016
blc63cf13e5aef084c8169cfe|Le Zonule Ciliaire|2c|48.44714118061|2.64243066561
blb59a0f4000eaa4e81570aec|J'ai Bastille!|5a|48.44715097261|2.64242271667
blb4a33d91085c975f737cdb7|Le Winner|6c|48.44716999169|2.64243492398
bl7f7fa20eae3a718efd66979|Le Looser|6b+|48.44715191415|2.64246104193
bleeb8ad1421489a382a4ac0c|L'Hermione|7a+|48.44716283599|2.64250618056
blb22ca421b3a844d23335da8|L'Hermione (retour)|7a+|48.4471015418|2.64247069422
bl708dbb226fed83e5e412f1b|L'Hermione (sans convention)|6c|48.44716123528|2.64250760016
blf8c3037c3c09750ccf0ec91|Grain d'Orge|3b|48.4471190732|2.64267184122
bl6b022dc79580894a9a5f647|L'Effraie|3c|48.44714995568|2.64281605773
blab7a5045f7ae628dc749644|Lait Frais|3a|48.44715146213|2.64275984736
blc7a6099296724657a156ade|La Boule|4c|48.44710664487|2.64268546798
bl6d0e0c727f3f08237f3d31a|La Boule (assis)|6a+|48.44710655043|2.64268887509
bl6612223343d25161e60c0f1|Le Fagot|2b|48.44710137206|2.64266133754
bl664c5c771807149c44c32e5|Le Fagot (assis)|6c+|48.44709817083|2.64266162144
bl750c5f768fb301a5846aee4|AlphaGo|6c|48.44710099545|2.64266616368
blbca5921751cc83d6ad888a4|AlphaGo (assis)|7a+|48.44709817083|2.64266644758
bl0bb2da69dda01aac2f0a31a|Un Vent de Croix|6c+|48.44687856965|2.64272622697
bl73732a9c93d4fdc0dd3eb22|Un Vent de Croix (droite)|7a+|48.44688012619|2.64272220399
bl5c6e6e5aef6725dac93b435|Les Cyclades|6b|48.44710007299|2.64297466658
bla0eaa949651569e81a91ae7|Les Cyclades (assis)|7b+|48.44710363105|2.64297299054
bl510d6dff2d8c776c51a4db9|Le Phodopus|3c|48.44709673689|2.64296293225
bld5ffb2bcae1b3183a16a0b4|Le Phodopus (assis)|5c|48.44710051756|2.64296192642
blb0b76627d1732be2f51709b|Le Premier des Noirs|3c|48.44710563259|2.64291398194
bl50fa6008db0f90fb86b90e3|La Body Percussions|7a|48.44711808656|2.64290828224
bl0dc253f8a6d8945a3bcda84|La Fée aux Dalles|3a|48.44707894549|2.64308430221
bl21c7f22b69b16983ab9a70b|Le Dédale (gauche)|4c|48.44737450452|2.64315806262
bl9d8962375514a4510c1b4bd|Le Dédale|4c|48.44738317755|2.64314833995
bla895c161b487e8c81325c81|Le Dé Dalle|3c|48.44739029407|2.64313895222
bl2b758d1ced6f4d15cb75073|La Tête-Bêche (gauche)|2b|48.44740163624|2.64324255221
bl1a01acd0208bb101af9e1a1|La Tête-Bêche|3a|48.44738784799|2.64324255221
bl0c2748e11ab57909eff8899|La Tête-Bêche (droite)|1c|48.4473749493|2.64324188166
blc5e540b572d57ee2fe34cdb|Tête-de-Moineau|3a|48.44736338495|2.6432693743
bld954d49a2e8d64a1b48424a|Pipe Show|7b|48.4472593055|2.64331698384
bl3eb26230c887305dedf44f1|Les Pieds Nickés|7c+|48.44666195802|2.6440572732
blfa9ccdb74eb5fe2cd30c88d|Les Pieds Nickés (aller-retour)|8a+|48.44666862985|2.64405459099
bl67e9771694f54bc64d4b4a3|Nookie|6c|48.44663749463|2.64396473698
bl686567789121a5aa60fc57d|La Bajoue|3a|48.44653030017|2.64316845652
bl5cedb799fcc01ffc4667062|Lève Un|6a+|48.44653474807|2.64319494333
blcea430f2f348c18541c151f|Lève Hure|5c|48.4465423095|2.64320701327
blb58a63d8a3c7ca0c3a3761b|Lève Haut|6a+|48.44655031571|2.64320667799
blb8d9307cf73fe4113504f1e|Ronflette|5a|48.44655676516|2.64320433106
bl980481c0498ac08629d3fd1|La Dalle du Dormeur|3a|48.44656832969|2.64319896664
bl204bb4c1ab4b5b0371e7031|L'Endormeuse|2b|48.44657566872|2.64319527861
bla945c9d74216dc9faf55c86|Le Dormeur|3b|48.44657767027|2.64319427278
bl91eeb77339075fce2c4424f|Emoticône|3c|48.44672845367|2.64324087616
bla57dd0574c2886a6f40a061|Le Souriard|3a|48.44673201197|2.64326736297
bl74ef4a78a241bf19467c07f|Emoji|4b|48.44674313167|2.64327004518
bl79e5e2c7c85696a2dfa908d|La Dalle du Souriard|2c|48.44675247222|2.64326769825
bla5f0ce9f93ebdf1538d5372|L'Échange|5b|48.44680384519|2.64343768324
bl9005f54142def69e543ead2|Crypte Show|7a+|48.4467927255|2.64347087558
bld6d2c13ad76280ae327de00|Crypte Show (assis)|7b+|48.4467965062|2.64347020503
